label,ss
colony diameter phenotype evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_000157]
motif similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000258]
in vitro palmitoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007402]
in vivo farnesylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001214]
anion-exchange chromatography evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007344]
transcription assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007768]
phase contrast microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007611]
split-ubiquitin functional complementation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006080]
polysome profiling evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001593]
voltammetry evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007016]
cell proliferation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007775]
nano-cap analysis of gene expression evidence,[http://purl.obolibrary.org/obo/ECO_0000310]
electrophoretic mobility shift assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007474]
regular expression motif search evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005663]
in vivo deacetylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001076]
methylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001554]
combinatorial experimental evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007830]
"differential geneset expression evidence from RNA-seq experiment (GSEA, Fisher-exact) used in manual assertion",[http://purl.obolibrary.org/obo/ECO_0007155]
yeast 2-hybrid evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005805]
genetically encoded fluorescent ion concentration sensor assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006041]
transport assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007789]
single exon transcript confirmation via alignment evidence,[http://purl.obolibrary.org/obo/ECO_0000345]
combinatorial experimental evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007745]
multiplex bead-based immunoassay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001236]
nucleotide analog incorporation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007354]
annexin-V staining evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007345]
splice site mutation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0005514]
co-fractionation evidence,[http://purl.obolibrary.org/obo/ECO_0000102]
anatomical perturbation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0000240]
ferric uptake regulator titration assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005633]
in vivo defarnesylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001077]
combinatorial experimental and author inference evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007592]
computational inference,[http://purl.obolibrary.org/obo/ECO_0000362]
evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000501]
beta-galactosidase reporter gene assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005616]
transmitted light brightfied mircoscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007052]
polymerase chain reaction evidence,[http://purl.obolibrary.org/obo/ECO_0000082]
small-angle X-ray scattering evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006211]
chromatin immunoprecipitation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007786]
DNA laddering assay evidence,[http://purl.obolibrary.org/obo/ECO_0001039]
particle scattering evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006213]
yeast one-hybrid evidence,[http://purl.obolibrary.org/obo/ECO_0000066]
methylation interference footprinting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005656]
in situ hybridization evidence,[http://purl.obolibrary.org/obo/ECO_0001836]
manually integrated combinatorial evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007675]
dominant-negative mutant phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007382]
chemiluminescence-linked immunoassay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001160]
carboxyfluorescein diacetate succinimidyl ester staining evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007358]
protein thermal shift assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006302]
radioisotope quantification assay evidence,[http://purl.obolibrary.org/obo/ECO_0007844]
cell-attached single-channel recording evidence,[http://purl.obolibrary.org/obo/ECO_0005573]
affinity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007384]
polyADP-ribosylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001557]
proton-based nuclear magnetic resonance evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006199]
mass spectrometry evidence,[http://purl.obolibrary.org/obo/ECO_0001096]
green fluorescent protein immunolocalization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007142]
viral hemagglutination inhibition assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007601]
photoconversion evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007018]
biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005547]
eTag assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001180]
targeting sequence prediction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000262]
optogenetic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007547]
Boyden chamber assay evidence,[http://purl.obolibrary.org/obo/ECO_0001017]
nuclear magnetic resonance spectroscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006165]
imported information,[http://purl.obolibrary.org/obo/ECO_0000311]
combinatorial experimental evidence,[http://purl.obolibrary.org/obo/ECO_0007654]
Affymetrix GeneChip evidence,[http://purl.obolibrary.org/obo/ECO_0000101]
inference from phenotype manipulation evidence,[http://purl.obolibrary.org/obo/ECO_0005612]
chromatin immunoprecipitation-PCR evidence,[http://purl.obolibrary.org/obo/ECO_0000227]
in vitro binding evidence,[http://purl.obolibrary.org/obo/ECO_0000148]
enzymatic activity assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005801]
chromatin immunoprecipitation-qPCR evidence,[http://purl.obolibrary.org/obo/ECO_0000228]
GAL4-VP16 functional complementation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006297]
blood test evidence,[http://purl.obolibrary.org/obo/ECO_0001016]
histology evidence,[http://purl.obolibrary.org/obo/ECO_0001051]
rapid amplification of cDNA ends polymerase chain reaction evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007522]
biological system reconstruction evidence based on homology evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005610]
physical examination evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001246]
RNA-sequencing evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006069]
indirect Coombs test evidence,[http://purl.obolibrary.org/obo/ECO_0007025]
farnesylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001553]
green fluorescent protein fusion protein localization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007106]
author statement without traceable support,[http://purl.obolibrary.org/obo/ECO_0000034]
field potential recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006048]
colony color phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0007079]
Southwestern blot evidence,[http://purl.obolibrary.org/obo/ECO_0000144]
indirect Coombs test evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007026]
constitutively active mutant evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001169]
surface plasmon resonance evidence,[http://purl.obolibrary.org/obo/ECO_0001127]
sumoylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001559]
small interfering RNA knockdown evidence,[http://purl.obolibrary.org/obo/ECO_0001583]
in vivo defarnesylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001210]
RNA protection assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007315]
protein assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007705]
DNA detection assay evidence,[http://purl.obolibrary.org/obo/ECO_0005519]
single-unit extracellular recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006046]
demethylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007714]
rapid divergence from ancestral sequence evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000321]
urine test evidence,[http://purl.obolibrary.org/obo/ECO_0001134]
mutant physiological response evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007117]
protein localization evidence,[http://purl.obolibrary.org/obo/ECO_0000122]
immunofluorescence confocal microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005601]
spheroplast fusion assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001579]
gain-of-function mutant phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007092]
ultraviolet light footprinting evidence,[http://purl.obolibrary.org/obo/ECO_0001826]
membrane fusion assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001576]
curator inference from encyclopedia used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007753]
heterologous system uptake evidence,[http://purl.obolibrary.org/obo/ECO_0000162]
tumble frequency assay evidence,[http://purl.obolibrary.org/obo/ECO_0005608]
wide-field microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005590]
RNA dot blot assay evidence,[http://purl.obolibrary.org/obo/ECO_0001040]
mutant visible phenotype evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007118]
two-dimensional agarose gel electrophoresis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007253]
quantitative western immunoblotting evidence,[http://purl.obolibrary.org/obo/ECO_0006169]
obsolete bait-prey protein pull-down evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006279]
BLAST evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000030]
temperature-induced protein unfolding evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006318]
combinatorial evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000213]
"5-cyano-2,3-ditolyl tetrazolium chloride staining evidence",[http://purl.obolibrary.org/obo/ECO_0007037]
demethylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001550]
protein dot blot assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007451]
Edman degradation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007334]
nucleotide BLAST evidence,[http://purl.obolibrary.org/obo/ECO_0000207]
missense mutation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007264]
motility assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007192]
constitutively active mutant evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007371]
adoptive cell transfer evidence,[http://purl.obolibrary.org/obo/ECO_0001007]
whole transcript splice pattern evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000332]
magnetic resonance evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006286]
